ship_date,origin_zone,dest_zone,carrier,service_level,transit_time_days
2023-01-03,US_CENTRAL,CANADA_WEST,USPS,Priority,4.0
2023-01-03,AFRICA_NORTH,OCEANIA,UPS,Express,5.4
2023-01-03,ASIA_WEST,EU_NORTH,UPS,Ground,11.5
2023-01-03,EU_EAST,US_WEST,UPS,Express,4.3
2023-01-03,EU_EAST,US_EAST,OnTrac,Priority,7.4
2023-01-03,ASIA_SOUTH,AFRICA_SOUTH,LaserShip,Overnight,2.5
2023-01-03,EU_WEST,US_WEST,UPS,Express,4.7
2023-01-03,CANADA_WEST,ASIA_WEST,OnTrac,Express,5.5
2023-01-03,OCEANIA,ASIA_WEST,LaserShip,Ground,11.4
2023-01-03,US_SOUTH,ASIA_EAST,UPS,Express,5.2
2023-01-03,EU_WEST,ASIA_WEST,USPS,Ground,12.1
2023-01-03,EU_EAST,US_EAST,FedEx,Express,4.9
2023-01-03,LATAM_NORTH,CANADA_WEST,Global_Freight,Ground,12.9
2023-01-03,LATAM_SOUTH,OCEANIA,FedEx,Express,4.3
2023-01-03,US_SOUTH,US_EAST,DHL,Ground,4.5
2023-01-03,LATAM_SOUTH,OCEANIA,OnTrac,Ground,13.5
2023-01-03,LATAM_NORTH,US_WEST,LaserShip,Priority,7.2
2023-01-03,EU_NORTH,US_CENTRAL,UPS,Priority,8.2
2023-01-03,EU_EAST,US_CENTRAL,Regional_Express,Ground,13.2
2023-01-03,EU_WEST,ASIA_WEST,TNT,Express,4.2
2023-01-03,US_SOUTH,ASIA_WEST,UPS,Priority,6.8
2023-01-03,LATAM_SOUTH,US_SOUTH,FedEx,Express,5.3
2023-01-03,CANADA_EAST,ASIA_SOUTH,Amazon_Logistics,Ground,12.1
2023-01-03,US_WEST,LATAM_NORTH,TNT,Ground,11.7
2023-01-03,ASIA_WEST,ASIA_EAST,DHL,Ground,
2023-01-03,EU_SOUTH,EU_WEST,TNT,Overnight,1.0
2023-01-03,LATAM_SOUTH,EU_EAST,LaserShip,Overnight,2.9
2023-01-03,EU_EAST,US_WEST,USPS,Express,4.4
2023-01-03,EU_EAST,US_SOUTH,FedEx,Ground,11.8
2023-01-03,AFRICA_NORTH,CANADA_EAST,USPS,Ground,11.4
2023-01-03,ASIA_WEST,US_SOUTH,DHL,Ground,12.4
2023-01-03,US_EAST,EU_NORTH,USPS,Ground,11.9
2023-01-04,US_CENTRAL,AFRICA_SOUTH,UPS,Priority,7.1
2023-01-04,LATAM_NORTH,ASIA_WEST,LaserShip,Overnight,3.6
2023-01-04,ASIA_WEST,ASIA_EAST,DHL,Priority,3.8
2023-01-04,EU_WEST,EU_EAST,Regional_Express,Ground,6.0
2023-01-04,CANADA_WEST,ASIA_SOUTH,LaserShip,Ground,12.5
2023-01-04,EU_SOUTH,EU_NORTH,FedEx,Priority,2.6
2023-01-04,LATAM_SOUTH,US_EAST,FedEx,Ground,11.9
2023-01-04,LATAM_SOUTH,US_WEST,DHL,Express,5.1
2023-01-04,EU_EAST,EU_NORTH,DHL,Ground,21.081586728696934
2023-01-04,EU_SOUTH,ASIA_WEST,TNT,Ground,12.3
2023-01-04,EU_NORTH,US_SOUTH,Regional_Express,Overnight,4.2
2023-01-04,US_EAST,EU_EAST,UPS,Priority,6.5
2023-01-04,ASIA_SOUTH,EU_WEST,FedEx,Priority,6.3
2023-01-04,EU_EAST,LATAM_NORTH,USPS,Ground,12.8
2023-01-04,LATAM_SOUTH,US_SOUTH,UPS,Priority,6.5
2023-01-04,US_SOUTH,EU_WEST,Global_Freight,Priority,8.6
2023-01-04,EU_SOUTH,EU_EAST,OnTrac,Ground,5.5
2023-01-04,LATAM_SOUTH,LATAM_NORTH,LaserShip,Express,2.3
2023-01-04,ASIA_WEST,CANADA_WEST,TNT,Ground,11.8
2023-01-04,EU_WEST,EU_EAST,Global_Freight,Priority,4.1
2023-01-04,ASIA_EAST,LATAM_SOUTH,Amazon_Logistics,Overnight,2.2
2023-01-04,ASIA_WEST,US_EAST,LaserShip,Ground,12.4
2023-01-04,LATAM_SOUTH,OCEANIA,Regional_Express,Ground,13.1
2023-01-04,ASIA_SOUTH,ASIA_EAST,Amazon_Logistics,Ground,5.3
2023-01-04,US_WEST,EU_SOUTH,UPS,Ground,11.6
2023-01-04,AFRICA_NORTH,ASIA_WEST,Regional_Express,Ground,12.5
2023-01-04,EU_NORTH,EU_EAST,FedEx,Ground,4.7
2023-01-04,AFRICA_NORTH,ASIA_WEST,LaserShip,Express,5.3
2023-01-04,AFRICA_NORTH,EU_NORTH,OnTrac,Express,4.7
2023-01-04,AFRICA_NORTH,CANADA_WEST,FedEx,Ground,11.7
2023-01-04,LATAM_NORTH,OCEANIA,Amazon_Logistics,Express,5.4
2023-01-04,AFRICA_NORTH,EU_EAST,OnTrac,Priority,7.2
2023-01-04,EU_NORTH,US_CENTRAL,Global_Freight,Ground,12.6
2023-01-04,LATAM_NORTH,US_WEST,FedEx,Ground,12.0
2023-01-04,US_CENTRAL,ASIA_EAST,USPS,Ground,12.8
2023-01-04,US_CENTRAL,US_EAST,LaserShip,Express,2.8
2023-01-04,LATAM_NORTH,LATAM_SOUTH,TNT,Priority,
2023-01-04,EU_WEST,LATAM_SOUTH,UPS,Ground,10.9
2023-01-04,US_EAST,OCEANIA,Global_Freight,Express,
2023-01-04,US_WEST,US_SOUTH,Amazon_Logistics,Express,2.2
2023-01-04,ASIA_EAST,US_WEST,DHL,Priority,6.3
2023-01-04,CANADA_EAST,AFRICA_SOUTH,FedEx,Priority,7.0
2023-01-04,AFRICA_SOUTH,AFRICA_NORTH,LaserShip,Ground,5.4
2023-01-04,US_WEST,LATAM_NORTH,TNT,Ground,12.3
2023-01-04,CANADA_WEST,US_WEST,Amazon_Logistics,Ground,6.2
2023-01-04,AFRICA_SOUTH,ASIA_SOUTH,Regional_Express,Express,5.8
2023-01-04,EU_EAST,CANADA_WEST,Global_Freight,Ground,12.1
2023-01-04,EU_EAST,ASIA_EAST,Global_Freight,Ground,13.0
2023-01-04,CANADA_WEST,AFRICA_SOUTH,Global_Freight,Ground,14.1
2023-01-05,ASIA_WEST,US_EAST,USPS,Ground,
2023-01-05,ASIA_WEST,EU_SOUTH,TNT,Ground,12.3
2023-01-05,AFRICA_NORTH,EU_NORTH,LaserShip,Express,5.3
2023-01-05,EU_WEST,US_EAST,TNT,Ground,12.3
2023-01-05,US_CENTRAL,CANADA_EAST,Regional_Express,Priority,4.4
2023-01-05,ASIA_EAST,EU_SOUTH,Regional_Express,Priority,8.7
2023-01-05,ASIA_WEST,EU_SOUTH,USPS,Ground,12.6
2023-01-05,CANADA_EAST,CANADA_WEST,Amazon_Logistics,Overnight,1.0
2023-01-05,US_WEST,CANADA_WEST,LaserShip,Ground,6.7
2023-01-05,EU_SOUTH,AFRICA_SOUTH,Amazon_Logistics,Express,4.7
2023-01-05,OCEANIA,EU_EAST,Global_Freight,Overnight,4.1
2023-01-05,ASIA_EAST,LATAM_NORTH,Global_Freight,Express,6.4
2023-01-05,OCEANIA,EU_NORTH,OnTrac,Overnight,2.7
2023-01-05,LATAM_NORTH,OCEANIA,Regional_Express,Express,6.9
2023-01-05,OCEANIA,EU_SOUTH,TNT,Overnight,3.0
2023-01-05,EU_NORTH,US_CENTRAL,Global_Freight,Ground,13.3
2023-01-05,EU_NORTH,AFRICA_SOUTH,UPS,Express,5.2
2023-01-05,US_CENTRAL,EU_EAST,Global_Freight,Express,5.0
2023-01-05,CANADA_EAST,EU_NORTH,Regional_Express,Ground,13.3
2023-01-05,CANADA_WEST,US_EAST,Global_Freight,Priority,5.1
2023-01-05,CANADA_EAST,US_WEST,DHL,Ground,7.0
2023-01-05,EU_NORTH,LATAM_SOUTH,FedEx,Ground,12.0
2023-01-05,CANADA_EAST,AFRICA_NORTH,USPS,Priority,6.4
2023-01-05,US_EAST,AFRICA_SOUTH,LaserShip,Ground,11.5
2023-01-05,AFRICA_SOUTH,US_SOUTH,USPS,Priority,6.4
2023-01-05,LATAM_NORTH,OCEANIA,FedEx,Ground,11.8
2023-01-05,US_SOUTH,CANADA_WEST,Amazon_Logistics,Overnight,1.5
2023-01-05,EU_NORTH,LATAM_SOUTH,UPS,Express,5.1
2023-01-05,EU_NORTH,US_SOUTH,USPS,Ground,12.3
2023-01-05,CANADA_WEST,LATAM_SOUTH,UPS,Ground,11.9
2023-01-05,ASIA_EAST,AFRICA_SOUTH,Amazon_Logistics,Overnight,3.0
2023-01-05,LATAM_SOUTH,AFRICA_SOUTH,TNT,Express,5.3
2023-01-05,AFRICA_NORTH,ASIA_SOUTH,DHL,Express,5.1
2023-01-05,US_CENTRAL,EU_NORTH,Regional_Express,Express,5.6
2023-01-05,ASIA_EAST,US_SOUTH,Regional_Express,Express,5.3
2023-01-05,US_CENTRAL,US_WEST,Regional_Express,Priority,3.4
2023-01-05,LATAM_SOUTH,EU_SOUTH,Amazon_Logistics,Overnight,2.3
2023-01-05,EU_SOUTH,EU_WEST,UPS,Ground,5.2
2023-01-05,EU_EAST,EU_WEST,FedEx,Ground,4.2
2023-01-05,AFRICA_SOUTH,EU_SOUTH,DHL,Priority,7.1
2023-01-05,US_CENTRAL,ASIA_EAST,Amazon_Logistics,Express,4.0
2023-01-05,OCEANIA,EU_SOUTH,Regional_Express,Ground,12.8
2023-01-05,CANADA_WEST,ASIA_WEST,USPS,Ground,11.7
2023-01-05,ASIA_WEST,LATAM_NORTH,DHL,Priority,7.3
2023-01-05,ASIA_SOUTH,ASIA_WEST,UPS,Priority,2.8
2023-01-05,US_SOUTH,US_WEST,OnTrac,Priority,3.2
2023-01-05,US_WEST,LATAM_NORTH,UPS,Express,4.7
2023-01-05,CANADA_WEST,US_CENTRAL,DHL,Ground,7.0
2023-01-06,US_WEST,OCEANIA,UPS,Overnight,2.8
2023-01-06,US_SOUTH,AFRICA_SOUTH,Amazon_Logistics,Priority,8.0
2023-01-06,US_EAST,LATAM_SOUTH,OnTrac,Overnight,5.0
2023-01-06,ASIA_WEST,US_EAST,DHL,Ground,12.2
2023-01-06,ASIA_WEST,US_WEST,OnTrac,Ground,13.6
2023-01-06,LATAM_SOUTH,ASIA_WEST,TNT,Ground,10.9
2023-01-06,ASIA_WEST,US_CENTRAL,USPS,Overnight,3.5
2023-01-06,EU_EAST,EU_WEST,Amazon_Logistics,Overnight,1.0
2023-01-06,LATAM_SOUTH,US_WEST,LaserShip,Ground,11.8
2023-01-06,LATAM_NORTH,AFRICA_SOUTH,UPS,Ground,12.4
2023-01-06,EU_NORTH,US_CENTRAL,OnTrac,Priority,7.2
2023-01-06,AFRICA_NORTH,CANADA_EAST,Regional_Express,Ground,11.9
2023-01-06,US_WEST,ASIA_EAST,Amazon_Logistics,Ground,11.6
2023-01-06,ASIA_WEST,LATAM_NORTH,Regional_Express,Priority,8.4
2023-01-06,EU_SOUTH,CANADA_EAST,Amazon_Logistics,Express,4.8
2023-01-06,US_EAST,ASIA_WEST,FedEx,Priority,7.9
2023-01-06,US_WEST,US_EAST,OnTrac,Ground,4.8
2023-01-06,LATAM_NORTH,OCEANIA,FedEx,Ground,11.4
2023-01-06,EU_SOUTH,CANADA_EAST,Regional_Express,Ground,14.5
2023-01-06,AFRICA_SOUTH,CANADA_EAST,TNT,Priority,8.7
2023-01-06,LATAM_SOUTH,EU_NORTH,DHL,Express,5.7
2023-01-06,ASIA_EAST,ASIA_WEST,OnTrac,Ground,6.5
2023-01-06,CANADA_EAST,LATAM_NORTH,LaserShip,Express,6.2
2023-01-06,CANADA_EAST,EU_EAST,LaserShip,Priority,6.4
2023-01-06,ASIA_EAST,US_CENTRAL,FedEx,Ground,
2023-01-06,EU_NORTH,CANADA_WEST,Global_Freight,Ground,14.3
2023-01-06,EU_WEST,US_SOUTH,DHL,Priority,9.6
2023-01-06,ASIA_EAST,US_SOUTH,TNT,Ground,12.2
2023-01-06,US_WEST,OCEANIA,Amazon_Logistics,Overnight,3.1
2023-01-06,CANADA_EAST,US_CENTRAL,FedEx,Express,2.7
2023-01-06,US_CENTRAL,ASIA_EAST,UPS,Ground,12.0
2023-01-06,EU_WEST,EU_EAST,Amazon_Logistics,Ground,5.5
2023-01-06,LATAM_SOUTH,LATAM_NORTH,Regional_Express,Express,2.0
2023-01-06,US_WEST,US_SOUTH,LaserShip,Express,2.6
2023-01-06,CANADA_EAST,US_SOUTH,Global_Freight,Overnight,3.0
2023-01-06,CANADA_EAST,ASIA_EAST,FedEx,Ground,10.9
2023-01-06,ASIA_WEST,EU_WEST,LaserShip,Ground,12.8
2023-01-06,LATAM_SOUTH,OCEANIA,TNT,Express,5.5
2023-01-06,AFRICA_SOUTH,LATAM_NORTH,USPS,Ground,12.1
2023-01-06,EU_WEST,US_EAST,Global_Freight,Express,5.5
2023-01-06,AFRICA_SOUTH,ASIA_WEST,LaserShip,Ground,12.4
2023-01-06,LATAM_SOUTH,ASIA_WEST,TNT,Express,6.2
2023-01-06,CANADA_WEST,AFRICA_NORTH,OnTrac,Overnight,4.1
2023-01-06,EU_SOUTH,EU_EAST,UPS,Priority,2.5
2023-01-06,US_EAST,CANADA_EAST,LaserShip,Express,3.9
2023-01-06,AFRICA_NORTH,CANADA_EAST,TNT,Ground,13.2
2023-01-06,US_EAST,US_WEST,Global_Freight,Ground,7.8
2023-01-06,US_WEST,EU_NORTH,Regional_Express,Ground,13.0
2023-01-06,OCEANIA,CANADA_WEST,Amazon_Logistics,Priority,7.1
2023-01-06,LATAM_NORTH,US_SOUTH,UPS,Express,5.9
2023-01-06,CANADA_WEST,ASIA_EAST,OnTrac,Ground,12.6
2023-01-06,LATAM_SOUTH,US_EAST,USPS,Ground,27.18055997806654
2023-01-06,US_EAST,AFRICA_SOUTH,LaserShip,Express,5.4
2023-01-06,LATAM_NORTH,LATAM_SOUTH,DHL,Express,1.9
2023-01-06,EU_SOUTH,AFRICA_NORTH,TNT,Priority,9.0
2023-01-06,LATAM_SOUTH,ASIA_WEST,UPS,Priority,7.1
2023-01-07,ASIA_WEST,AFRICA_NORTH,TNT,Express,6.1
2023-01-07,CANADA_WEST,US_WEST,USPS,Ground,8.2
2023-01-07,LATAM_NORTH,OCEANIA,UPS,Express,4.8
2023-01-07,AFRICA_NORTH,CANADA_WEST,OnTrac,Ground,12.1
2023-01-07,CANADA_EAST,ASIA_SOUTH,Global_Freight,Priority,8.5
2023-01-07,US_SOUTH,EU_WEST,LaserShip,Ground,13.1
2023-01-07,CANADA_WEST,ASIA_SOUTH,Regional_Express,Ground,12.7
2023-01-07,ASIA_EAST,OCEANIA,Global_Freight,Express,7.1
2023-01-07,EU_SOUTH,AFRICA_NORTH,TNT,Express,5.5
2023-01-07,EU_NORTH,ASIA_WEST,Global_Freight,Priority,8.5
2023-01-07,US_EAST,EU_EAST,FedEx,Ground,12.3
2023-01-07,OCEANIA,EU_WEST,Global_Freight,Express,7.2
2023-01-07,ASIA_EAST,LATAM_SOUTH,OnTrac,Express,5.1
2023-01-07,AFRICA_SOUTH,US_CENTRAL,Regional_Express,Ground,12.3
2023-01-07,AFRICA_NORTH,ASIA_WEST,Global_Freight,Overnight,4.2
2023-01-07,EU_NORTH,LATAM_NORTH,FedEx,Ground,11.2
2023-01-07,US_SOUTH,US_CENTRAL,FedEx,Ground,5.1
2023-01-07,US_WEST,EU_EAST,LaserShip,Ground,28.713180394855797
2023-01-08,CANADA_EAST,US_CENTRAL,DHL,Ground,6.3
2023-01-08,US_WEST,ASIA_EAST,USPS,Express,4.5
2023-01-08,CANADA_WEST,OCEANIA,FedEx,Ground,11.4
2023-01-08,OCEANIA,CANADA_EAST,OnTrac,Overnight,2.8
2023-01-08,EU_SOUTH,EU_WEST,TNT,Priority,4.4
2023-01-08,EU_EAST,ASIA_EAST,Amazon_Logistics,Priority,6.2
2023-01-08,US_WEST,LATAM_SOUTH,UPS,Ground,11.1
2023-01-08,ASIA_EAST,US_EAST,OnTrac,Ground,11.5
2023-01-08,US_SOUTH,EU_NORTH,DHL,Overnight,3.0
2023-01-08,ASIA_SOUTH,LATAM_SOUTH,TNT,Priority,8.0
2023-01-08,LATAM_NORTH,ASIA_EAST,TNT,Ground,11.8
2023-01-08,AFRICA_SOUTH,ASIA_SOUTH,Amazon_Logistics,Priority,6.5
2023-01-08,US_EAST,EU_WEST,Amazon_Logistics,Express,4.9
2023-01-08,CANADA_WEST,US_WEST,Regional_Express,Ground,7.5
2023-01-08,LATAM_SOUTH,US_SOUTH,TNT,Ground,13.1
2023-01-08,AFRICA_SOUTH,EU_EAST,UPS,Ground,11.2
2023-01-08,EU_WEST,US_WEST,Regional_Express,Express,5.3
2023-01-08,LATAM_NORTH,EU_NORTH,TNT,Express,4.8
2023-01-08,US_SOUTH,EU_SOUTH,TNT,Ground,11.7
2023-01-08,EU_EAST,EU_SOUTH,DHL,Priority,3.7
2023-01-09,LATAM_NORTH,EU_NORTH,Amazon_Logistics,Priority,6.5
2023-01-09,EU_EAST,OCEANIA,OnTrac,Express,4.0
2023-01-09,EU_NORTH,EU_WEST,DHL,Ground,5.0
2023-01-09,AFRICA_NORTH,ASIA_WEST,TNT,Express,5.3
2023-01-09,US_SOUTH,US_WEST,Regional_Express,Ground,5.5
2023-01-09,EU_EAST,ASIA_WEST,FedEx,Priority,7.4
2023-01-09,ASIA_EAST,AFRICA_SOUTH,UPS,Express,4.6
2023-01-09,EU_SOUTH,CANADA_EAST,LaserShip,Express,5.2
2023-01-09,EU_SOUTH,AFRICA_SOUTH,DHL,Express,5.0
2023-01-09,EU_WEST,CANADA_WEST,USPS,Express,4.8
2023-01-09,EU_SOUTH,LATAM_NORTH,DHL,Ground,12.4
2023-01-09,US_CENTRAL,AFRICA_SOUTH,USPS,Overnight,3.8
2023-01-09,EU_SOUTH,LATAM_SOUTH,Global_Freight,Overnight,3.7
2023-01-09,EU_WEST,EU_EAST,LaserShip,Express,3.0
2023-01-09,ASIA_SOUTH,EU_EAST,LaserShip,Ground,12.9
2023-01-09,EU_SOUTH,ASIA_SOUTH,UPS,Ground,11.7
2023-01-09,US_CENTRAL,AFRICA_SOUTH,Regional_Express,Ground,12.5
2023-01-09,AFRICA_SOUTH,ASIA_SOUTH,LaserShip,Priority,7.3
2023-01-09,US_WEST,LATAM_NORTH,UPS,Express,5.1
2023-01-09,ASIA_WEST,ASIA_SOUTH,LaserShip,Ground,5.7
2023-01-09,AFRICA_SOUTH,ASIA_EAST,Regional_Express,Ground,11.7
2023-01-09,AFRICA_SOUTH,CANADA_EAST,FedEx,Ground,10.5
2023-01-09,US_CENTRAL,EU_SOUTH,USPS,Priority,7.1
2023-01-09,EU_SOUTH,LATAM_SOUTH,OnTrac,Priority,7.4
2023-01-09,CANADA_EAST,ASIA_WEST,UPS,Ground,11.3
2023-01-09,US_WEST,OCEANIA,UPS,Ground,12.2
2023-01-09,LATAM_SOUTH,CANADA_EAST,LaserShip,Priority,8.6
2023-01-09,US_CENTRAL,EU_SOUTH,Regional_Express,Express,6.1
2023-01-09,EU_WEST,OCEANIA,USPS,Ground,12.9
2023-01-09,US_CENTRAL,US_EAST,DHL,Ground,5.1
2023-01-09,ASIA_SOUTH,US_WEST,OnTrac,Ground,13.1
2023-01-09,US_WEST,ASIA_SOUTH,Regional_Express,Ground,12.8
2023-01-09,US_SOUTH,ASIA_WEST,DHL,Priority,6.3
2023-01-09,EU_EAST,EU_WEST,TNT,Ground,4.4
2023-01-09,ASIA_SOUTH,US_CENTRAL,TNT,Ground,11.8
2023-01-09,AFRICA_NORTH,EU_NORTH,DHL,Express,4.8
2023-01-09,EU_WEST,AFRICA_NORTH,LaserShip,Ground,12.3
2023-01-09,US_WEST,AFRICA_SOUTH,DHL,Express,5.1
2023-01-09,CANADA_WEST,CANADA_EAST,DHL,Priority,3.5
2023-01-09,OCEANIA,CANADA_WEST,OnTrac,Ground,25.661646124373597
2023-01-09,AFRICA_NORTH,US_EAST,Regional_Express,Ground,12.8
