ship_date,origin_zone,dest_zone,carrier,service_level,transit_time_days
2023-01-04,Zone_6,Zone_5,DHL,STANDARD,3.3
2023-01-04,Zone_3,Zone_1,OnTrac,OVERNIGHT,1.3
2023-01-04,Zone_8,Zone_8,Amazon_Logistics,ECONOMY,3.1
2023-01-04,Zone_5,Zone_3,OnTrac,EXPRESS,2.5
2023-01-04,Zone_4,Zone_3,Regional_Express,EXPRESS,2.3
2023-01-04,Zone_3,Zone_5,LaserShip,EXPRESS,3.4
2023-01-04,Zone_1,Zone_2,Regional_Express,ECONOMY,5.0
2023-01-04,Zone_8,Zone_7,OnTrac,STANDARD,2.2
2023-01-04,Zone_3,Zone_5,Amazon_Logistics,STANDARD,4.0
2023-01-04,Zone_1,Zone_4,DHL,ECONOMY,6.0
2023-01-04,Zone_6,Zone_7,DHL,OVERNIGHT,1.0
2023-01-04,Zone_6,Zone_7,FedEx,EXPRESS,1.7
2023-01-04,Zone_1,Zone_1,DHL,EXPRESS,1.0
2023-01-04,Zone_8,Zone_6,Amazon_Logistics,EXPRESS,1.0
2023-01-04,Zone_4,Zone_6,DHL,OVERNIGHT,1.9
2023-01-04,Zone_5,Zone_8,Regional_Express,PRIORITY,4.1
2023-01-04,Zone_6,Zone_3,FedEx,EXPRESS,2.9
2023-01-04,Zone_8,Zone_6,LaserShip,EXPRESS,1.6
2023-01-04,Zone_8,Zone_9,Regional_Express,PRIORITY,3.5
2023-01-04,Zone_5,Zone_7,DHL,STANDARD,4.5
2023-01-04,Zone_9,Zone_6,Amazon_Logistics,OVERNIGHT,1.3
2023-01-04,Zone_4,Zone_2,LaserShip,PRIORITY,3.3
2023-01-04,Zone_6,Zone_6,USPS,EXPRESS,1.0
2023-01-04,Zone_4,Zone_7,UPS,EXPRESS,2.6
2023-01-04,Zone_4,Zone_5,FedEx,PRIORITY,1.0
2023-01-04,Zone_1,Zone_4,UPS,STANDARD,4.1
2023-01-04,Zone_3,Zone_2,UPS,EXPRESS,2.2
2023-01-04,Zone_6,Zone_3,USPS,STANDARD,4.7
2023-01-04,Zone_7,Zone_9,LaserShip,EXPRESS,3.0
2023-01-04,Zone_8,Zone_6,Amazon_Logistics,EXPRESS,1.9
2023-01-04,Zone_7,Zone_5,USPS,ECONOMY,4.8
2023-01-04,Zone_8,Zone_7,UPS,STANDARD,1.6
2023-01-05,Zone_1,Zone_3,Amazon_Logistics,EXPRESS,1.6
2023-01-05,Zone_7,Zone_9,FedEx,STANDARD,3.3
2023-01-05,Zone_3,Zone_5,USPS,EXPRESS,2.5
2023-01-05,Zone_9,Zone_4,UPS,STANDARD,7.3
2023-01-05,Zone_8,Zone_2,LaserShip,ECONOMY,9.7
2023-01-05,Zone_8,Zone_2,OnTrac,STANDARD,7.8
2023-01-05,Zone_8,Zone_8,FedEx,PRIORITY,1.0
2023-01-05,Zone_7,Zone_7,Amazon_Logistics,OVERNIGHT,1.0
2023-01-05,Zone_3,Zone_2,USPS,ECONOMY,4.7
2023-01-05,Zone_5,Zone_4,FedEx,STANDARD,3.0
2023-01-05,Zone_3,Zone_5,OnTrac,STANDARD,3.7
2023-01-05,Zone_9,Zone_6,DHL,STANDARD,6.1
2023-01-05,Zone_6,Zone_7,LaserShip,STANDARD,3.5
2023-01-05,Zone_1,Zone_3,USPS,EXPRESS,2.0
2023-01-05,Zone_8,Zone_8,OnTrac,EXPRESS,1.6
2023-01-05,Zone_4,Zone_2,FedEx,PRIORITY,1.9
2023-01-05,Zone_7,Zone_7,USPS,ECONOMY,3.7
2023-01-05,Zone_6,Zone_1,OnTrac,EXPRESS,4.4
2023-01-05,Zone_7,Zone_2,UPS,STANDARD,6.3
2023-01-05,Zone_8,Zone_4,Amazon_Logistics,EXPRESS,2.3
2023-01-05,Zone_7,Zone_6,OnTrac,ECONOMY,5.0
2023-01-05,Zone_2,Zone_2,UPS,OVERNIGHT,1.0
2023-01-05,Zone_5,Zone_6,Regional_Express,STANDARD,2.8
2023-01-05,Zone_4,Zone_6,UPS,STANDARD,3.3
2023-01-05,Zone_6,Zone_5,USPS,OVERNIGHT,1.0
2023-01-05,Zone_4,Zone_5,DHL,STANDARD,3.3
2023-01-05,Zone_1,Zone_3,Amazon_Logistics,EXPRESS,2.4
2023-01-05,Zone_9,Zone_2,USPS,OVERNIGHT,2.6
2023-01-05,Zone_8,Zone_6,DHL,STANDARD,4.4
2023-01-05,Zone_3,Zone_3,UPS,EXPRESS,1.0
2023-01-05,Zone_5,Zone_2,OnTrac,PRIORITY,2.6
2023-01-05,Zone_8,Zone_8,USPS,EXPRESS,1.0
2023-01-05,Zone_7,Zone_7,USPS,EXPRESS,1.7
2023-01-05,Zone_7,Zone_9,OnTrac,EXPRESS,2.8
2023-01-05,Zone_7,Zone_1,FedEx,OVERNIGHT,2.7
2023-01-05,Zone_7,Zone_8,DHL,OVERNIGHT,1.1
2023-01-05,Zone_7,Zone_6,Regional_Express,EXPRESS,3.3
2023-01-05,Zone_3,Zone_5,UPS,EXPRESS,2.3
2023-01-05,Zone_5,Zone_5,Regional_Express,EXPRESS,2.3
2023-01-05,Zone_1,Zone_4,Amazon_Logistics,OVERNIGHT,1.0
2023-01-05,Zone_2,Zone_4,UPS,EXPRESS,1.6
2023-01-05,Zone_2,Zone_1,Amazon_Logistics,ECONOMY,4.3
2023-01-05,Zone_2,Zone_8,Amazon_Logistics,ECONOMY,8.5
2023-01-05,Zone_9,Zone_7,USPS,STANDARD,4.7
2023-01-05,Zone_9,Zone_5,FedEx,EXPRESS,1.6
2023-01-05,Zone_4,Zone_6,Regional_Express,EXPRESS,2.5
2023-01-05,Zone_1,Zone_8,DHL,STANDARD,9.1
2023-01-05,Zone_5,Zone_7,OnTrac,STANDARD,3.9
2023-01-05,Zone_7,Zone_9,USPS,PRIORITY,4.2
2023-01-06,Zone_8,Zone_9,Amazon_Logistics,EXPRESS,2.5
2023-01-06,Zone_2,Zone_3,OnTrac,STANDARD,28.538833761167933
2023-01-06,Zone_7,Zone_9,Amazon_Logistics,PRIORITY,5.1
2023-01-06,Zone_3,Zone_6,Regional_Express,OVERNIGHT,2.3
2023-01-06,Zone_9,Zone_7,USPS,EXPRESS,2.3
2023-01-06,Zone_8,Zone_4,Amazon_Logistics,STANDARD,7.1
2023-01-06,Zone_2,Zone_3,Amazon_Logistics,STANDARD,3.3
2023-01-06,Zone_2,Zone_1,Amazon_Logistics,STANDARD,26.59809959001405
2023-01-06,Zone_3,Zone_7,UPS,STANDARD,6.3
2023-01-06,Zone_1,Zone_7,USPS,ECONOMY,10.4
2023-01-06,Zone_5,Zone_6,LaserShip,EXPRESS,3.7
2023-01-06,Zone_5,Zone_8,UPS,ECONOMY,5.6
2023-01-06,Zone_5,Zone_7,OnTrac,STANDARD,5.4
2023-01-06,Zone_7,Zone_3,FedEx,STANDARD,5.0
2023-01-06,Zone_8,Zone_8,LaserShip,STANDARD,2.5
2023-01-06,Zone_9,Zone_9,FedEx,STANDARD,2.6
2023-01-06,Zone_4,Zone_3,FedEx,OVERNIGHT,1.0
2023-01-06,Zone_6,Zone_4,LaserShip,EXPRESS,2.6
2023-01-06,Zone_1,Zone_2,FedEx,EXPRESS,2.2
2023-01-06,Zone_7,Zone_5,LaserShip,STANDARD,5.7
2023-01-06,Zone_7,Zone_8,LaserShip,STANDARD,3.3
2023-01-06,Zone_4,Zone_6,Amazon_Logistics,STANDARD,5.7
2023-01-06,Zone_5,Zone_6,UPS,STANDARD,2.1
2023-01-06,Zone_1,Zone_2,Regional_Express,OVERNIGHT,2.8
2023-01-06,Zone_2,Zone_7,OnTrac,EXPRESS,6.2
2023-01-06,Zone_9,Zone_9,UPS,ECONOMY,
2023-01-06,Zone_5,Zone_8,LaserShip,PRIORITY,3.7
2023-01-06,Zone_9,Zone_1,Regional_Express,EXPRESS,6.8
2023-01-06,Zone_9,Zone_3,FedEx,OVERNIGHT,1.7
2023-01-06,Zone_8,Zone_6,FedEx,PRIORITY,3.5
2023-01-06,Zone_6,Zone_4,OnTrac,OVERNIGHT,2.1
2023-01-06,Zone_9,Zone_2,OnTrac,EXPRESS,5.3
2023-01-06,Zone_4,Zone_3,USPS,ECONOMY,5.4
2023-01-06,Zone_2,Zone_4,LaserShip,ECONOMY,5.2
2023-01-06,Zone_2,Zone_9,LaserShip,STANDARD,10.9
2023-01-06,Zone_2,Zone_1,LaserShip,OVERNIGHT,4.3
2023-01-06,Zone_9,Zone_8,OnTrac,ECONOMY,6.0
2023-01-06,Zone_4,Zone_3,FedEx,ECONOMY,3.6
2023-01-06,Zone_6,Zone_5,FedEx,EXPRESS,2.0
2023-01-06,Zone_2,Zone_1,LaserShip,STANDARD,3.2
2023-01-06,Zone_4,Zone_7,Regional_Express,ECONOMY,6.8
2023-01-06,Zone_3,Zone_2,UPS,STANDARD,4.0
2023-01-06,Zone_3,Zone_1,OnTrac,EXPRESS,1.3
2023-01-06,Zone_1,Zone_7,Amazon_Logistics,STANDARD,10.4
2023-01-06,Zone_4,Zone_6,FedEx,ECONOMY,4.4
2023-01-06,Zone_1,Zone_4,LaserShip,EXPRESS,4.2
2023-01-06,Zone_2,Zone_6,FedEx,OVERNIGHT,2.7
2023-01-06,Zone_6,Zone_4,FedEx,STANDARD,3.3
2023-01-06,Zone_8,Zone_5,OnTrac,EXPRESS,4.6
2023-01-06,Zone_2,Zone_2,LaserShip,ECONOMY,3.7
2023-01-06,Zone_8,Zone_7,USPS,OVERNIGHT,1.0
2023-01-06,Zone_9,Zone_9,Regional_Express,STANDARD,4.2
2023-01-06,Zone_4,Zone_9,UPS,EXPRESS,3.3
2023-01-06,Zone_6,Zone_3,DHL,EXPRESS,3.1
2023-01-06,Zone_8,Zone_7,DHL,OVERNIGHT,1.8
2023-01-07,Zone_5,Zone_5,OnTrac,ECONOMY,4.8
2023-01-07,Zone_4,Zone_3,DHL,STANDARD,3.1
2023-01-07,Zone_1,Zone_1,OnTrac,EXPRESS,3.3
2023-01-07,Zone_4,Zone_9,FedEx,PRIORITY,2.5
2023-01-07,Zone_9,Zone_7,DHL,ECONOMY,4.1
2023-01-07,Zone_6,Zone_2,Regional_Express,STANDARD,8.1
2023-01-07,Zone_2,Zone_2,Regional_Express,OVERNIGHT,3.7
2023-01-07,Zone_6,Zone_8,LaserShip,STANDARD,5.1
2023-01-07,Zone_7,Zone_9,Regional_Express,OVERNIGHT,2.1
2023-01-07,Zone_1,Zone_1,USPS,PRIORITY,3.2
2023-01-07,Zone_1,Zone_2,DHL,OVERNIGHT,1.0
2023-01-07,Zone_2,Zone_9,USPS,STANDARD,11.1
2023-01-07,Zone_9,Zone_9,Amazon_Logistics,ECONOMY,3.1
2023-01-07,Zone_6,Zone_4,FedEx,OVERNIGHT,1.7
2023-01-08,Zone_1,Zone_1,LaserShip,EXPRESS,1.0
2023-01-08,Zone_5,Zone_4,Regional_Express,EXPRESS,1.9
2023-01-08,Zone_1,Zone_3,FedEx,STANDARD,3.7
2023-01-08,Zone_9,Zone_6,OnTrac,ECONOMY,5.8
2023-01-08,Zone_5,Zone_7,DHL,STANDARD,3.4
2023-01-08,Zone_7,Zone_8,Amazon_Logistics,OVERNIGHT,2.9
2023-01-08,Zone_5,Zone_3,UPS,STANDARD,4.6
2023-01-08,Zone_3,Zone_1,FedEx,PRIORITY,2.7
2023-01-08,Zone_4,Zone_3,Regional_Express,STANDARD,3.7
2023-01-08,Zone_4,Zone_6,FedEx,STANDARD,6.2
2023-01-08,Zone_9,Zone_7,LaserShip,STANDARD,5.1
2023-01-08,Zone_8,Zone_8,DHL,STANDARD,4.5
2023-01-08,Zone_4,Zone_1,Amazon_Logistics,ECONOMY,5.3
2023-01-08,Zone_7,Zone_7,FedEx,EXPRESS,
2023-01-08,Zone_9,Zone_7,USPS,STANDARD,4.1
2023-01-08,Zone_5,Zone_4,LaserShip,OVERNIGHT,2.5
2023-01-08,Zone_9,Zone_3,UPS,EXPRESS,3.1
2023-01-08,Zone_2,Zone_4,Amazon_Logistics,EXPRESS,2.0
2023-01-08,Zone_3,Zone_5,OnTrac,EXPRESS,3.0
2023-01-08,Zone_9,Zone_9,UPS,STANDARD,1.9
2023-01-09,Zone_9,Zone_8,LaserShip,PRIORITY,2.7
2023-01-09,Zone_4,Zone_1,UPS,ECONOMY,6.5
2023-01-09,Zone_9,Zone_5,USPS,STANDARD,5.7
2023-01-09,Zone_2,Zone_5,Regional_Express,STANDARD,5.5
2023-01-09,Zone_5,Zone_3,FedEx,EXPRESS,1.0
2023-01-09,Zone_3,Zone_2,DHL,STANDARD,3.6
2023-01-09,Zone_2,Zone_3,OnTrac,PRIORITY,1.3
2023-01-09,Zone_4,Zone_9,LaserShip,EXPRESS,4.1
2023-01-09,Zone_9,Zone_4,DHL,EXPRESS,4.8
2023-01-09,Zone_1,Zone_2,UPS,PRIORITY,
2023-01-09,Zone_7,Zone_5,Amazon_Logistics,STANDARD,4.4
2023-01-09,Zone_4,Zone_6,LaserShip,STANDARD,4.5
2023-01-09,Zone_1,Zone_4,Amazon_Logistics,EXPRESS,2.7
2023-01-09,Zone_2,Zone_3,USPS,STANDARD,2.8
2023-01-09,Zone_9,Zone_7,FedEx,ECONOMY,4.6
2023-01-09,Zone_7,Zone_3,LaserShip,ECONOMY,7.4
2023-01-09,Zone_6,Zone_6,OnTrac,STANDARD,1.0
2023-01-09,Zone_2,Zone_5,FedEx,OVERNIGHT,1.5
2023-01-09,Zone_6,Zone_2,UPS,STANDARD,5.4
2023-01-09,Zone_2,Zone_2,OnTrac,STANDARD,2.8
2023-01-09,Zone_4,Zone_5,USPS,PRIORITY,1.6
2023-01-09,Zone_4,Zone_5,Regional_Express,STANDARD,4.9
2023-01-09,Zone_6,Zone_8,Amazon_Logistics,STANDARD,3.4
2023-01-09,Zone_2,Zone_4,Amazon_Logistics,STANDARD,4.0
2023-01-09,Zone_4,Zone_4,OnTrac,STANDARD,1.7
2023-01-09,Zone_2,Zone_5,UPS,STANDARD,5.0
2023-01-09,Zone_5,Zone_7,USPS,EXPRESS,2.1
2023-01-09,Zone_7,Zone_4,USPS,STANDARD,4.8
2023-01-09,Zone_3,Zone_2,Regional_Express,OVERNIGHT,2.4
2023-01-09,Zone_1,Zone_2,Amazon_Logistics,STANDARD,3.5
2023-01-09,Zone_4,Zone_6,LaserShip,ECONOMY,5.8
2023-01-09,Zone_3,Zone_3,OnTrac,EXPRESS,1.6
2023-01-09,Zone_7,Zone_7,UPS,ECONOMY,2.7
2023-01-09,Zone_5,Zone_1,FedEx,STANDARD,16.36904587120077
2023-01-09,Zone_7,Zone_3,DHL,EXPRESS,2.7
2023-01-09,Zone_5,Zone_8,FedEx,STANDARD,4.5
2023-01-09,Zone_4,Zone_8,Amazon_Logistics,STANDARD,6.3
2023-01-09,Zone_4,Zone_8,FedEx,STANDARD,5.8
2023-01-09,Zone_1,Zone_8,DHL,ECONOMY,10.8
2023-01-09,Zone_1,Zone_7,DHL,STANDARD,7.6
2023-01-09,Zone_8,Zone_6,Regional_Express,EXPRESS,3.0
2023-01-09,Zone_1,Zone_4,Regional_Express,STANDARD,5.7
2023-01-09,Zone_3,Zone_1,Regional_Express,PRIORITY,3.3
2023-01-09,Zone_9,Zone_8,UPS,OVERNIGHT,1.0
2023-01-09,Zone_8,Zone_2,LaserShip,STANDARD,7.2
2023-01-09,Zone_4,Zone_4,LaserShip,ECONOMY,3.5
2023-01-09,Zone_3,Zone_2,Regional_Express,STANDARD,3.7
2023-01-09,Zone_8,Zone_4,Regional_Express,STANDARD,6.2
2023-01-09,Zone_1,Zone_2,FedEx,ECONOMY,2.8
2023-01-10,Zone_9,Zone_7,FedEx,STANDARD,4.3
2023-01-10,Zone_5,Zone_2,Regional_Express,EXPRESS,3.6
2023-01-10,Zone_2,Zone_1,Regional_Express,STANDARD,3.1
2023-01-10,Zone_2,Zone_2,USPS,STANDARD,1.1
2023-01-10,Zone_2,Zone_8,Amazon_Logistics,STANDARD,6.8
2023-01-10,Zone_3,Zone_8,LaserShip,EXPRESS,4.8
2023-01-10,Zone_7,Zone_8,FedEx,PRIORITY,1.2
2023-01-10,Zone_5,Zone_7,LaserShip,EXPRESS,2.6
2023-01-10,Zone_7,Zone_7,OnTrac,STANDARD,2.7
2023-01-10,Zone_6,Zone_9,UPS,PRIORITY,2.9
2023-01-10,Zone_2,Zone_2,Regional_Express,EXPRESS,1.3
2023-01-10,Zone_6,Zone_6,UPS,EXPRESS,1.0
2023-01-10,Zone_7,Zone_7,LaserShip,ECONOMY,3.4
2023-01-10,Zone_9,Zone_8,USPS,STANDARD,2.9
2023-01-10,Zone_5,Zone_8,UPS,STANDARD,4.7
2023-01-10,Zone_2,Zone_2,UPS,EXPRESS,1.1
2023-01-10,Zone_2,Zone_3,DHL,ECONOMY,4.9
2023-01-10,Zone_4,Zone_1,UPS,ECONOMY,5.0
2023-01-10,Zone_7,Zone_6,FedEx,EXPRESS,1.0
2023-01-10,Zone_4,Zone_4,FedEx,EXPRESS,1.0
2023-01-10,Zone_5,Zone_6,LaserShip,STANDARD,3.7
2023-01-10,Zone_5,Zone_1,USPS,STANDARD,5.8
2023-01-10,Zone_7,Zone_8,UPS,EXPRESS,1.1
2023-01-10,Zone_8,Zone_2,Regional_Express,STANDARD,
2023-01-10,Zone_2,Zone_5,DHL,EXPRESS,3.3
2023-01-10,Zone_3,Zone_4,OnTrac,STANDARD,3.2
2023-01-10,Zone_6,Zone_3,UPS,ECONOMY,5.5
2023-01-10,Zone_4,Zone_2,USPS,OVERNIGHT,1.0
